ID,PO_/_SO_#,ASN/DN_#,Country,Fulfill_Via,Vendor_INCO_Term,Shipment_Mode,Sub_Classification,Item_Description,Unit_of_Measure_(Per_Pack),Line_Item_Quantity,Line_Item_Value,Pack_Price,Unit_Price,First_Line_Designation,Weight_(Kilograms),Freight_Cost_(USD),Line_Item_Insurance_(USD),Days_to_Process
12120,SO,DN,Mozambique,From RDC,N/A - From RDC,Air,HIV test,"HIV 1/2, Uni-Gold HIV Kit, 20 Tests",20,3480,111360.0,32.0,1.6,Yes,2766.0,10698.63,178.18,-401
12122,SO,DN,Côte d'Ivoire,From RDC,N/A - From RDC,Air,Adult,"Ritonavir 100mg [Norvir], capsules, cool, 4 x 84 Caps",336,1200,46032.0,38.36,0.11,No,423.0,,73.65,-418
12123,SO,DN,Zimbabwe,From RDC,N/A - From RDC,Air,Adult,"Lamivudine/Stavudine 150/30mg, tablets, 30 Tabs",30,1062,2124.0,2.0,0.07,No,424.0,,3.4,-415
12125,SO,DN,Guyana,From RDC,N/A - From RDC,Air,Adult,"Lamivudine/Zidovudine 150/300mg, tablets, 60 Tabs",60,1848,17556.0,9.5,0.16,Yes,402.0,4807.0,28.09,-424
12126,SO,DN,Haiti,From RDC,N/A - From RDC,Air,Adult,"Stavudine 30mg, capsules, 60 Caps",60,3000,4560.0,1.52,0.03,No,458.0,,7.3,-396
12127,SO,DN,Côte d'Ivoire,From RDC,N/A - From RDC,Air,Adult,"Abacavir 300mg, tablets, 60 Tabs",60,3260,228200.0,70.0,1.17,No,442.0,,365.12,-409
12128,SO,DN,Côte d'Ivoire,From RDC,N/A - From RDC,Air,HIV test - Ancillary,"HIV, Lancet, Safety, for HIV Test kits, 100 Pcs",100,1250,12.5,0.01,0.0,No,545.0,,0.02,-345
12129,SO,DN,Haiti,From RDC,N/A - From RDC,Air,Adult,"Lamivudine/Zidovudine 150/300mg, tablets, 60 Tabs",60,32160,305520.0,9.5,0.16,No,445.0,,488.83,-348
12130,SO,DN,Nigeria,From RDC,N/A - From RDC,Air,Adult,"Lamivudine/Nevirapine/Stavudine 150/200/40mg, tablets, 60 Tabs",60,1190,9163.0,7.7,0.13,No,475.0,,14.66,-398
12131,SO,DN,Nigeria,From RDC,N/A - From RDC,Air,Pediatric,"Lamivudine 10mg/ml, oral solution, Bottle, 240 ml",240,1283,3322.97,2.59,0.01,No,475.0,,5.32,-398
12133,SO,DN,Namibia,From RDC,N/A - From RDC,Air,HIV test,"HIV 1/2, Clearview Complete Kit, 25 Tests",25,200,15000.0,75.0,3.0,Yes,122.0,1100.4,24.0,-401
12135,SO,DN,Zambia,From RDC,N/A - From RDC,,Adult,"Nevirapine 200mg, tablets, 60 Tabs",60,60440,205496.0,3.4,0.06,Yes,5725.0,15671.53,328.79,-389
12136,SO,DN,Ethiopia,From RDC,N/A - From RDC,,Adult,"Lamivudine 150mg, tablets, 60 Tabs",60,14040,42681.6,3.04,0.05,No,495.0,,68.29,-381
12138,SO,DN,Ethiopia,From RDC,N/A - From RDC,Air,Adult,"Lamivudine/Zidovudine 150/300mg, tablets, 60 Tabs",60,1797,17071.5,9.5,0.16,Yes,170.0,892.0,27.31,-381
12139,SO,DN,Côte d'Ivoire,From RDC,N/A - From RDC,Air,Adult,"Indinavir 400mg [Crixivan], capsules, 180 Caps",180,2450,122500.0,50.0,0.28,No,478.0,,196.0,-391
12143,SO,DN,Ethiopia,From RDC,N/A - From RDC,Air,Adult,"Nevirapine 200mg, tablets, 60 Tabs",60,1255,4267.0,3.4,0.06,Yes,120.0,1318.0,6.83,-381
12144,SO,DN,Mozambique,From RDC,N/A - From RDC,Air,Adult,"Indinavir 400mg [Crixivan], capsules, 180 Caps",180,665,33250.0,50.0,0.28,No,601.0,,53.2,-274
12145,SO,DN,Mozambique,From RDC,N/A - From RDC,Air,Adult,"Ritonavir 100mg [Norvir], capsules, cool, 84 Caps",84,760,7288.4,9.59,0.11,No,601.0,,11.66,-274
12146,SO,DN,Zimbabwe,From RDC,N/A - From RDC,Air,Adult,"Efavirenz 600mg, tablets, 30 Tabs",30,1860,23101.2,12.42,0.41,No,488.0,,36.96,-356
12147,SO,DN,Zimbabwe,From RDC,N/A - From RDC,Air,Adult,"Efavirenz 600mg, tablets, 30 Tabs",30,1860,23101.2,12.42,0.41,No,488.0,,36.96,-356
12148,SO,DN,Uganda,From RDC,N/A - From RDC,Air,Adult,"Lamivudine/Zidovudine 150/300mg, tablets, 60 Tabs",60,16,152.0,9.5,0.16,No,489.0,,0.24,-355
12149,SO,DN,Zimbabwe,From RDC,N/A - From RDC,Truck,Adult,"Lamivudine/Zidovudine 150/300mg, tablets, 60 Tabs",60,1560,14820.0,9.5,0.16,Yes,147.0,1671.84,23.71,-394
12150,SO,DN,Zambia,From RDC,N/A - From RDC,Air,Adult,"Abacavir 300mg, tablets, 60 Tabs",60,8251,227150.03,27.53,0.46,Yes,822.0,3303.52,363.44,-325
12151,SO,DN,Haiti,From RDC,N/A - From RDC,Air,Pediatric,"Stavudine 1mg/ml, powder for oral solution, 200 ml",200,300,420.0,1.4,0.01,No,614.0,,0.67,-318
12154,SO,DN,Zambia,From RDC,N/A - From RDC,,Pediatric,"Nevirapine 10mg/ml, oral suspension, Bottle, 240 ml",240,1004,6224.8,6.2,0.03,Yes,358.0,1778.7,9.96,-345
12155,SO,DN,Haiti,From RDC,N/A - From RDC,Air,Adult,"Lamivudine 150mg, tablets, 60 Tabs",60,5000,15200.0,3.04,0.05,No,445.0,,24.32,-348
12159,SO,DN,Namibia,From RDC,N/A - From RDC,Air,Adult,"Efavirenz 600mg, tablets, 30 Tabs",30,19000,228190.0,12.01,0.4,Yes,1485.0,3016.95,365.1,-326
12163,SO,DN,Kenya,From RDC,N/A - From RDC,Truck,HIV test,"HIV 1/2, Bioline 3.0 Kit, Lancets, Capillary pipets, Alcohol swabs included, 25 Tests",25,1842,36840.0,20.0,0.8,Yes,662.0,261.86,58.94,-338
12164,SO,DN,Nigeria,From RDC,N/A - From RDC,Air,Adult,"Lamivudine 150mg, tablets, 60 Tabs",60,307,893.37,2.91,0.05,No,717.0,,1.43,-261
12165,SO,DN,Zimbabwe,From RDC,N/A - From RDC,Air,Adult,"Lamivudine/Nevirapine/Stavudine 150/200/30mg, tablets, 60 Tabs",60,37240,275576.0,7.4,0.12,No,756.0,,440.92,-207
12166,SO,DN,Haiti,From RDC,N/A - From RDC,Air,Adult,"Nevirapine 200mg, tablets, 60 Tabs",60,1057,3593.8,3.4,0.06,Yes,100.0,1651.0,5.75,-172
12167,SO,DN,Guyana,From RDC,N/A - From RDC,,HIV test,"HIV 1/2, Stat-Pak HIV, Kit, 20 Tests",20,45,1215.0,27.0,1.35,Yes,13.0,798.58,1.94,-318
12168,SO,DN,Nigeria,From RDC,N/A - From RDC,Air,Adult,"Stavudine 30mg, capsules, 60 Caps",60,447,679.44,1.52,0.03,Yes,1054.0,2722.38,1.09,-325
12169,SO,DN,Tanzania,From RDC,N/A - From RDC,,Adult,"Efavirenz 600mg, tablets, 30 Tabs",30,32997,409822.74,12.42,0.41,Yes,2867.0,10288.1,655.72,-278
12170,SO,DN,Haiti,From RDC,N/A - From RDC,Air,Pediatric,"Abacavir 20mg/ml, oral solution, Bottle, 240 ml",240,160,2640.0,16.5,0.07,No,742.0,,4.22,-216
12171,SO,DN,Zambia,From RDC,N/A - From RDC,,Adult,"Lamivudine/Zidovudine 150/300mg, tablets, 60 Tabs",60,50000,472500.0,9.45,0.16,Yes,4655.0,2347.91,756.0,-240
12172,SO,DN,Uganda,From RDC,N/A - From RDC,Air,Adult,"Efavirenz 600mg, tablets, 30 Tabs",30,860,10328.6,12.01,0.4,Yes,76.0,675.0,16.53,-216
12174,SO,DN,Nigeria,From RDC,N/A - From RDC,Air,Adult,"Lamivudine 150mg, tablets, 60 Tabs",60,957,2775.3,2.9,0.05,No,833.0,,4.44,-172
12175,SO,DN,Nigeria,From RDC,N/A - From RDC,Air,Adult,"Stavudine 30mg, capsules, 60 Caps",60,7876,11971.52,1.52,0.03,No,834.0,,19.15,-172
12176,SO,DN,Uganda,From RDC,N/A - From RDC,Air,Adult,"Lamivudine/Nevirapine/Zidovudine 150/200/300mg, tablets, 60 Tabs",60,7296,96890.88,13.28,0.22,Yes,824.0,3182.52,155.03,-153
12177,SO,DN,Zambia,From RDC,N/A - From RDC,,Pediatric,"Lamivudine 10mg/ml, oral solution, Bottle, 240 ml",240,30563,60209.11,1.97,0.01,Yes,10621.0,37199.06,96.33,-293
12178,SO,DN,Haiti,From RDC,N/A - From RDC,Air,Adult,"Lamivudine/Zidovudine 150/300mg, tablets, 60 Tabs",60,16752,158306.4,9.45,0.16,Yes,1580.0,11572.0,253.29,-156
12179,SO,DN,Nigeria,From RDC,N/A - From RDC,Air,Adult,"Stavudine 30mg, capsules, 60 Caps",60,850,1317.5,1.55,0.03,Yes,555.0,10575.63,2.11,-154
12180,SO,DN,Zambia,From RDC,N/A - From RDC,Truck,Adult,"Lamivudine/Nevirapine/Stavudine 150/200/30mg, tablets, 60 Tabs",60,60000,432000.0,7.2,0.12,No,839.0,,691.2,-137
12181,SO,DN,Nigeria,From RDC,N/A - From RDC,Air,Adult,"Abacavir 300mg, tablets, 60 Tabs",60,4,105.2,26.3,0.44,No,840.0,,0.17,-154
12182,SO,DN,Nigeria,From RDC,N/A - From RDC,Air,Adult,"Lamivudine/Nevirapine/Stavudine 150/200/30mg, tablets, 60 Tabs",60,4685,34669.0,7.4,0.12,No,840.0,,55.47,-154
12183,SO,DN,Guyana,From RDC,N/A - From RDC,Air,Adult,"Nevirapine 200mg, tablets, 60 Tabs",60,3710,12614.0,3.4,0.06,No,841.0,,20.18,-163
12184,SO,DN,Zambia,From RDC,N/A - From RDC,,Pediatric,"Lopinavir/Ritonavir 80/20mg/ml [Kaletra], oral solution, cool, Bottle 5 x 60 ml",300,1260,51786.0,41.1,0.14,Yes,1185.0,2350.53,82.86,-199
12185,SO,DN,Zambia,From RDC,N/A - From RDC,,Pediatric,"Efavirenz 200mg, capsule, 90 Caps",90,3330,53280.0,16.0,0.18,Yes,404.0,2313.55,85.25,-202
12186,SO,DN,Haiti,From RDC,N/A - From RDC,Air,Adult,"Stavudine 30mg, capsules, 60 Caps",60,4305,6543.6,1.52,0.03,No,682.0,,10.47,-289
12187,SO,DN,Haiti,From RDC,N/A - From RDC,Air,Pediatric,"Didanosine 200mg, chewable/dispersible tablets, 60 Tabs",60,75,1162.5,15.5,0.26,No,682.0,,1.86,-289
12188,SO,DN,Haiti,From RDC,N/A - From RDC,Air,Adult,"Abacavir 300mg, tablets, 60 Tabs",60,190,5230.7,27.53,0.46,No,682.0,,8.37,-289
12189,SO,DN,Uganda,From RDC,N/A - From RDC,Air,Pediatric,"Zidovudine 10mg/ml, oral solution, Bottle, 240 ml",240,6036,12675.6,2.1,0.01,Yes,2253.0,15923.41,20.28,-166
12191,SO,DN,Namibia,From RDC,N/A - From RDC,Air,HIV test,"HIV 1/2, Clearview Complete Kit, 25 Tests",25,229,17175.0,75.0,3.0,Yes,140.0,1286.7,27.48,-291
12192,SO,DN,Nigeria,From RDC,N/A - From RDC,Air,Pediatric,"Stavudine 1mg/ml, powder for oral solution, 200 ml",200,55,77.0,1.4,0.01,No,718.0,,0.12,-258
12195,SO,DN,Tanzania,From RDC,N/A - From RDC,Air,Adult,"Efavirenz 600mg, tablets, 30 Tabs",30,17000,211140.0,12.42,0.41,Yes,6007.0,20395.6,337.82,-282
12196,SO,DN,Mozambique,From RDC,N/A - From RDC,Truck,Adult,"Zidovudine 300mg, tablets, 60 Tabs",60,7110,57946.5,8.15,0.14,No,810.0,,92.71,-150
12197,SO,DN,Zambia,From RDC,N/A - From RDC,,Adult,"Efavirenz 600mg, tablets, 30 Tabs",30,50000,600500.0,12.01,0.4,Yes,3897.0,15007.8,960.8,-269
12198,SO,DN,Mozambique,From RDC,N/A - From RDC,Air,Adult,"Ritonavir 100mg [Norvir], capsules, cool, 84 Caps",84,360,3452.4,9.59,0.11,No,698.0,,5.52,-195
12199,SO,DN,Botswana,From RDC,N/A - From RDC,Truck,HIV test,"HIV 1/2, Determine HIV Kit, without Lancets, 100 Tests",100,200,14398.0,71.99,0.72,Yes,1693.0,1220.73,23.04,-285
12200,SO,DN,Botswana,From RDC,N/A - From RDC,Truck,HIV test - Ancillary,"HIV, Lancet, Safety, for HIV Test kits, 100 Pcs",100,200,2.0,0.01,0.0,No,678.0,,0.0,-285
12201,SO,DN,Botswana,From RDC,N/A - From RDC,Truck,HIV test,"HIV 1/2, Uni-Gold HIV Kit, 20 Tests",20,1000,32000.0,32.0,1.6,No,678.0,,51.2,-285
12202,SO,DN,Kenya,From RDC,N/A - From RDC,Truck,HIV test,"HIV 1/2, Determine HIV Kit, without Lancets, 100 Tests",100,2000,159980.0,79.99,0.8,Yes,490.0,405.97,255.97,-279
12203,SO,DN,Nigeria,From RDC,N/A - From RDC,Air,Adult,"Nevirapine 200mg, tablets, 60 Tabs",60,1666,5664.4,3.4,0.06,No,729.0,,9.06,-240
12204,SO,DN,Ethiopia,From RDC,N/A - From RDC,Air,Adult,"Nevirapine 200mg, tablets, 60 Tabs",60,1440,4896.0,3.4,0.06,No,703.0,,7.83,-258
12205,SO,DN,Namibia,From RDC,N/A - From RDC,Air,HIV test - Ancillary,"HIV, Lancet, Safety, for HIV Test kits, 100 Pcs",100,90,0.9,0.01,0.0,No,650.0,,0.0,-262
12206,SO,DN,Namibia,From RDC,N/A - From RDC,Air,HIV test,"HIV 1/2, Uni-Gold HIV Kit, 20 Tests",20,763,24416.0,32.0,1.6,Yes,441.0,6148.1,39.07,-299
12207,SO,DN,Kenya,From RDC,N/A - From RDC,Truck,HIV test,"HIV 1/2, Determine HIV Kit, without Lancets, 100 Tests",100,1000,79990.0,79.99,0.8,Yes,,0.0,127.98,-223
12210,SO,DN,Uganda,From RDC,N/A - From RDC,Air,Adult,"Efavirenz 600mg, tablets, 30 Tabs",30,1300,15613.0,12.01,0.4,No,818.0,,24.98,-136
12211,SO,DN,Haiti,From RDC,N/A - From RDC,Air,Pediatric,"Efavirenz 50mg, capsule, 30 Caps",30,1446,3239.04,2.24,0.07,Yes,83.0,1608.72,6.35,86
12212,SO,DN,Zimbabwe,From RDC,N/A - From RDC,Truck,Adult,"Efavirenz 600mg, tablets, 30 Tabs",30,4000,48040.0,12.01,0.4,No,1015.0,,94.16,-46
12213,SO,DN,Côte d'Ivoire,From RDC,N/A - From RDC,Air,Adult,"Lamivudine/Zidovudine 150/300mg, tablets, 60 Tabs",60,27224,254544.4,9.35,0.16,Yes,2506.0,23382.04,498.91,1
12214,SO,DN,Côte d'Ivoire,From RDC,N/A - From RDC,Air,Adult,"Lamivudine/Stavudine 150/30mg, tablets, 60 Tabs",60,21360,83304.0,3.9,0.06,Yes,1567.0,21821.95,163.28,37
12215,SO,DN,Côte d'Ivoire,From RDC,N/A - From RDC,Air,Adult,"Lamivudine/Nevirapine/Zidovudine 150/200/300mg, tablets, 60 Tabs",60,10000,118000.0,11.8,0.2,Yes,1456.0,5048.32,231.28,15
12216,SO,DN,Uganda,From RDC,N/A - From RDC,Air,Adult,"Efavirenz 600mg, tablets, 30 Tabs",30,3713,40843.0,11.0,0.37,No,1143.0,,80.05,88
12218,SO,DN,Kenya,From RDC,N/A - From RDC,Truck,HIV test,"HIV 1/2, Determine HIV Kit, without Lancets, 100 Tests",100,5000,399950.0,79.99,0.8,No,964.0,,783.9,-75
12219,SO,DN,Uganda,From RDC,N/A - From RDC,Air,Adult,"Emtricitabine/Tenofovir Disoproxil Fumarate 200/300mg [Truvada], tablets, 30 Tabs",30,1166,30607.5,26.25,0.88,Yes,145.0,1742.25,59.99,58
12220,SO,DN,Uganda,From RDC,N/A - From RDC,Air,Adult,"Lamivudine/Nevirapine/Zidovudine 150/200/300mg, tablets, 60 Tabs",60,312,3681.6,11.8,0.2,No,1083.0,,7.22,58
12222,SO,DN,Nigeria,From RDC,N/A - From RDC,Air,Adult,"Lamivudine 150mg, tablets, 60 Tabs",60,1300,3770.0,2.9,0.05,Yes,65.0,1020.98,6.03,-139
12224,SO,DN,Nigeria,From RDC,N/A - From RDC,Air,Adult,"Emtricitabine/Tenofovir Disoproxil Fumarate 200/300mg [Truvada], tablets, 30 Tabs",30,45000,1181250.0,26.25,0.88,No,921.0,,1890.0,-98
12225,SO,DN,Zambia,From RDC,N/A - From RDC,Air,Adult,"Nevirapine 200mg, tablets, 60 Tabs",60,39068,132831.2,3.4,0.06,Yes,4510.0,3540.35,212.53,-130
12228,SO,DN,Nigeria,From RDC,N/A - From RDC,Air,Adult,"Emtricitabine/Tenofovir Disoproxil Fumarate 200/300mg [Truvada], tablets, 30 Tabs",30,45000,1181250.0,26.25,0.88,Yes,3951.0,11584.54,1890.0,-98
12230,SO,DN,Mozambique,From RDC,N/A - From RDC,Air,Adult,"Lamivudine/Stavudine 150/30mg, tablets, 60 Tabs",60,27150,105885.0,3.9,0.06,No,1034.0,,207.53,48
12231,SO,DN,Mozambique,From RDC,N/A - From RDC,Air,Adult,"Nevirapine 200mg, tablets, 60 Tabs",60,6,19.2,3.2,0.05,No,1034.0,,0.04,48
12232,SO,DN,Zimbabwe,From RDC,N/A - From RDC,Truck,Adult,"Lamivudine/Stavudine 150/30mg, tablets, 30 Tabs",30,8000,16000.0,2.0,0.07,No,1044.0,,31.36,43
12233,SO,DN,Zambia,From RDC,N/A - From RDC,Truck,Pediatric,"Didanosine 100mg, chewable/dispersible tablets, 60 Tabs",60,3600,27900.0,7.75,0.13,Yes,750.0,813.75,44.64,-137
12234,SO,DN,Zambia,From RDC,N/A - From RDC,Truck,Adult,"Efavirenz 600mg, tablets, 30 Tabs",30,50000,600500.0,12.01,0.4,Yes,3841.0,3558.49,960.8,-137
12235,SO,DN,Mozambique,From RDC,N/A - From RDC,Truck,Adult,"Lamivudine/Nevirapine/Stavudine 150/200/30mg, tablets, 60 Tabs",60,76128,548121.6,7.2,0.12,No,,0.0,876.99,-121
12236,SO,DN,Nigeria,From RDC,N/A - From RDC,Air,Adult,"Tenofovir Disoproxil Fumarate 300mg, tablets, 30 Tabs",30,196,2677.36,13.66,0.46,Yes,12.0,900.0,4.28,-116
12237,SO,DN,Ethiopia,From RDC,N/A - From RDC,Air,Adult,"Lamivudine/Nevirapine/Stavudine 150/200/30mg, tablets, 60 Tabs",60,22918,163176.16,7.12,0.12,Yes,1689.0,9189.57,319.83,30
12238,SO,DN,Tanzania,From RDC,N/A - From RDC,Truck,Adult,"Tenofovir Disoproxil Fumarate 300mg [Viread], tablets, 30 Tabs",30,883,15011.0,17.0,0.57,Yes,70.0,1169.9,29.42,64
12242,SO,DN,Côte d'Ivoire,From RDC,N/A - From RDC,Air,Pediatric,"Nevirapine 10mg/ml, oral suspension, Bottle, 240 ml",240,2976,5713.92,1.92,0.01,Yes,209.0,5463.97,11.2,54
12243,SO,DN,Nigeria,From RDC,N/A - From RDC,Air,Adult,"Efavirenz 600mg, tablets, 30 Tabs",30,11527,135096.44,11.72,0.39,Yes,983.0,0.0,264.79,30
12244,SO,DN,Kenya,From RDC,N/A - From RDC,Truck,HIV test,"HIV 1/2, Uni-Gold HIV Kit, 20 Tests",20,168,5376.0,32.0,1.6,Yes,56.0,167.44,8.6,-149
12245,SO,DN,Nigeria,From RDC,N/A - From RDC,Air,Adult,"Stavudine 30mg, capsules, 60 Caps",60,4124,6392.2,1.55,0.03,Yes,273.0,7363.74,12.53,15
12246,SO,DN,Nigeria,From RDC,N/A - From RDC,Air,Adult,"Stavudine 30mg, capsules, 60 Caps",60,903,1399.65,1.55,0.03,No,917.0,,2.24,-102
12247,SO,DN,Haiti,From RDC,N/A - From RDC,Air,Adult,"Stavudine 20mg, capsules, 60 Caps",60,500,875.0,1.75,0.03,No,944.0,,1.72,-61
12248,SO,DN,Zambia,From RDC,N/A - From RDC,Truck,Adult,"Emtricitabine/Tenofovir Disoproxil Fumarate 200/300mg [Truvada], tablets, 30 Tabs",30,100000,2625000.0,26.25,0.88,Yes,9000.0,14036.31,5145.0,43
12249,SO,DN,Nigeria,From RDC,N/A - From RDC,Air,Adult,"Efavirenz 600mg, tablets, 30 Tabs",30,1030,12071.6,11.72,0.39,Yes,251.0,1960.81,19.31,-164
12250,SO,DN,Nigeria,From RDC,N/A - From RDC,Air,Adult,"Zidovudine 300mg, tablets, 60 Tabs",60,4500,36000.0,8.0,0.13,No,846.0,,57.6,-164
12251,SO,DN,Nigeria,From RDC,N/A - From RDC,Air Charter,Adult,"Lamivudine/Nevirapine/Zidovudine 150/200/300mg, tablets, 60 Tabs",60,26616,303422.4,11.4,0.19,Yes,2993.0,15128.37,594.71,124
12252,SO,DN,Uganda,From RDC,N/A - From RDC,Air,Adult,"Lamivudine/Nevirapine/Zidovudine 150/200/300mg, tablets, 60 Tabs",60,5131,60545.8,11.8,0.2,Yes,691.0,8252.73,118.67,2
12253,SO,DN,Uganda,From RDC,N/A - From RDC,Air,Adult,"Lamivudine/Stavudine 150/30mg, tablets, 30 Tabs",30,1082,2164.0,2.0,0.07,No,987.0,,4.24,2
12254,SO,DN,Tanzania,From RDC,N/A - From RDC,Air,Adult,"Lamivudine/Nevirapine/Stavudine 150/200/30mg, tablets, 60 Tabs",60,60332,446456.8,7.4,0.12,No,853.0,,714.33,-128
12255,SO,DN,Ethiopia,From RDC,N/A - From RDC,Air,Adult,"Lamivudine/Stavudine 150/30mg, tablets, 60 Tabs",60,27000,102600.0,3.8,0.06,No,1060.0,,201.1,45
12256,SO,DN,Ethiopia,From RDC,N/A - From RDC,Air,Adult,"Lamivudine/Nevirapine/Stavudine 150/200/30mg, tablets, 60 Tabs",60,107556,765798.72,7.12,0.12,Yes,14450.0,14144.68,1500.97,59
12257,SO,DN,Nigeria,From RDC,N/A - From RDC,Air,Adult,"Zidovudine 300mg, tablets, 60 Tabs",60,5641,45974.15,8.15,0.14,No,960.0,,90.11,-66
12258,SO,DN,Nigeria,From RDC,N/A - From RDC,Air,Adult,"Efavirenz 600mg, tablets, 30 Tabs",30,11527,138439.27,12.01,0.4,No,960.0,,271.34,-66
12259,SO,DN,Nigeria,From RDC,N/A - From RDC,Air,Adult,"Lopinavir/Ritonavir 200/50mg [Aluvia], tablets, 120 Tabs",120,2034,83597.4,41.1,0.34,No,958.0,,163.85,-65
12260,SO,DN,Nigeria,From RDC,N/A - From RDC,Air,Adult,"Efavirenz 600mg, tablets, 30 Tabs",30,13473,148203.0,11.0,0.37,Yes,1146.0,3680.33,290.48,43
12261,SO,DN,Nigeria,From RDC,N/A - From RDC,Air Charter,Adult,"Stavudine 30mg, capsules, 60 Caps",60,1033,1601.15,1.55,0.03,No,1124.0,,3.14,74
12264,SO,DN,Nigeria,From RDC,N/A - From RDC,Air,Adult,"Emtricitabine/Tenofovir Disoproxil Fumarate 200/300mg [Truvada], tablets, 30 Tabs",30,662,17377.5,26.25,0.88,Yes,62.0,6443.61,34.06,79
12265,SO,DN,Nigeria,From RDC,N/A - From RDC,Air Charter,Adult,"Lamivudine/Nevirapine/Zidovudine 150/200/300mg, tablets, 60 Tabs",60,11661,132935.4,11.4,0.19,Yes,1311.0,11492.86,260.55,74
12266,SO,DN,Nigeria,From RDC,N/A - From RDC,Air Charter,Adult,"Lamivudine/Nevirapine/Zidovudine 150/200/300mg, tablets, 60 Tabs",60,370,4218.0,11.4,0.19,Yes,42.0,0.0,8.27,74
12267,SO,DN,Ethiopia,From RDC,N/A - From RDC,Air,Adult,"Lamivudine/Zidovudine 150/300mg, tablets, 60 Tabs",60,5000,43800.0,8.76,0.15,Yes,403.0,1719.65,85.85,45
12269,SO,DN,Mozambique,From RDC,N/A - From RDC,Air,Adult,"Nevirapine 200mg, tablets, 60 Tabs",60,11550,36960.0,3.2,0.05,No,933.0,,59.14,-51
12270,SO,DN,Côte d'Ivoire,From RDC,N/A - From RDC,Air,Pediatric,"Lopinavir/Ritonavir 80/20mg/ml [Kaletra], oral solution, cool, Bottle 5 x 60 ml",300,126,5178.6,41.1,0.14,No,1163.0,,10.15,78
12271,SO,DN,Nigeria,From RDC,N/A - From RDC,Air Charter,Adult,"Efavirenz 600mg, tablets, 30 Tabs",30,25000,275000.0,11.0,0.37,Yes,2267.0,15128.37,539.0,124
12272,SO,DN,Mozambique,From RDC,N/A - From RDC,Air,Adult,"Stavudine 30mg, capsules, 60 Caps",60,630,976.5,1.55,0.03,Yes,42.0,1217.37,1.91,131
12273,SO,DN,Tanzania,From RDC,N/A - From RDC,Truck,Adult,"Emtricitabine/Tenofovir Disoproxil Fumarate 200/300mg [Truvada], tablets, 30 Tabs",30,20240,531300.0,26.25,0.88,No,1180.0,,1041.35,127
12276,SO,DN,Zimbabwe,From RDC,N/A - From RDC,Air,Adult,"Lamivudine/Stavudine 150/30mg, tablets, 60 Tabs",60,4000,16000.0,4.0,0.07,Yes,305.0,2698.04,31.36,128
12277,SO,DN,Mozambique,From RDC,N/A - From RDC,Air,Adult,"Lamivudine/Nevirapine/Stavudine 150/200/30mg, tablets, 60 Tabs",60,17618,126849.6,7.2,0.12,No,1215.0,,248.63,175
12278,SO,DN,Nigeria,From RDC,N/A - From RDC,Air Charter,Adult,"Emtricitabine/Tenofovir Disoproxil Fumarate 200/300mg [Truvada], tablets, 30 Tabs",30,27439,720273.75,26.25,0.88,Yes,2561.0,15128.47,1411.74,124
12279,SO,DN,Haiti,From RDC,N/A - From RDC,Air,Adult,"Efavirenz 600mg, tablets, 30 Tabs",30,7323,71179.56,9.72,0.32,Yes,631.0,7584.12,139.51,138
12280,SO,DN,Haiti,From RDC,N/A - From RDC,Air,Adult,"Efavirenz 600mg, tablets, 30 Tabs",30,10065,97831.8,9.72,0.32,No,1221.0,,191.75,138
12281,SO,DN,Uganda,From RDC,N/A - From RDC,Air,Adult,"Stavudine 30mg, capsules, 60 Caps",60,60,89.4,1.49,0.02,Yes,4.0,526.41,0.18,138
12282,SO,DN,Zambia,From RDC,N/A - From RDC,Truck,Adult,"Efavirenz 600mg, tablets, 30 Tabs",30,11546,127006.0,11.0,0.37,No,1228.0,,248.93,155
12283,SO,DN,Côte d'Ivoire,From RDC,N/A - From RDC,Air,Adult,"Zidovudine 300mg, tablets, 60 Tabs",60,10000,77100.0,7.71,0.13,No,1234.0,,151.12,158
12284,SO,DN,Côte d'Ivoire,From RDC,N/A - From RDC,Air,Adult,"Lamivudine/Nevirapine/Zidovudine 150/200/300mg, tablets, 60 Tabs",60,15000,173400.0,11.56,0.19,No,1234.0,,339.86,158
12286,SO,DN,Nigeria,From RDC,N/A - From RDC,Air Charter,Adult,"Lamivudine 150mg, tablets, 60 Tabs",60,1140,3306.0,2.9,0.05,No,1244.0,,6.48,163
12289,SO,DN,Nigeria,From RDC,N/A - From RDC,Air,Adult,"Lamivudine/Zidovudine 150/300mg, tablets, 60 Tabs",60,1747,15303.72,8.76,0.15,Yes,148.0,1012.18,30.0,152
12290,SO,DN,Nigeria,From RDC,N/A - From RDC,Air Charter,Adult,"Lamivudine/Nevirapine/Stavudine 150/200/30mg, tablets, 60 Tabs",60,3235,23033.2,7.12,0.12,No,1263.0,,45.15,163
12293,SO,DN,Kenya,From RDC,N/A - From RDC,Air,HIV test,"HIV 1/2, Uni-Gold HIV Kit, 20 Tests",20,2500,80000.0,32.0,1.6,Yes,,0.0,156.8,144
12294,SO,DN,Haiti,From RDC,N/A - From RDC,Air,Pediatric,"Efavirenz 50mg, capsule, 30 Caps",30,1428,3198.72,2.24,0.07,Yes,83.0,7789.85,6.27,165
